Summary,Season,Wedding_destination,Guest,Location,Describing_words,Priority_1,Priority_2,Priority_3,Estimate,Attire_Accessories,Beauty_spa,Entertainment,Flowers_Decorations,Gifts,invitations,Photography,Planner,venue_Catering_rental,Guest_number,range_start,range_end,Cost_per_person,Total_Estimate
How much does a summer wedding in Brooklyn NY with 150 to 200 guests cost? The type of wedding is Casual Modern.  The estimated cost for this wedding is $30894.,Summer Wedding,Brooklyn NY,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $177 to the total amount spent.,None specified,None specified,None,None,None,30894,2613,579,197,334,1161,8226,2105,819,685,175,0,200,177,47613
How much does a fall wedding in Dallas TX with 100 to 150 guests cost? The ceremony is at a church or other place of worship and reception is at a banquet hall. The type of wedding is Romantic Traditional Vintage. The wedding color theme is Champagne. The estimated cost for this wedding is $32729.,Fall Wedding,Dallas TX,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $262 to the total amount spent.,a church or other place of worship,Romantic Traditional Vintage,Attire & Accessories (Wedding Dress Suit etc.),Jewelry (Rings and Other Jewelry),Photography & Video,32729,2502,443,167,272,1113,3880,1504,2611,572,125,0,150,262,45793
How much does a summer wedding in Bismarck with 100 to 150 guests cost? The type of wedding is Simple Modern Farm/Barn. The wedding color theme is Greens. The estimated cost for this wedding is $30539.,Summer Wedding,Bismarck,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $244 to the total amount spent.,Greens,None,None,None,None,30539,1976,401,197,256,870,6557,1449,2113,347,125,0,150,244,44705
How much does a winter wedding in Austin TX with 200 to 300 guests cost? The wedding is at a private residence. The type of wedding is Elegant Simple Modern. The wedding color theme is White. The estimated cost for this wedding is $44316.,Winter Wedding,Austin TX,This estimate is based on having 250 guests with a range of 200 to 300 guests. Adding a single guest will likely add $177 to the total amount spent.,a private residence,White,None,None,None,44316,2462,919,241,263,2925,14205,3116,4101,1430,250,0,300,177,73978
How much does a winter wedding in Suwanee GA with 150 to 200 guests cost? The ceremony is at a church or other place of worship and reception is at an event facility. The type of wedding is Romantic Simple Traditional. The wedding color theme is Yellows. The estimated cost for this wedding is $32953.,Winter Wedding,Suwanee GA,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $188 to the total amount spent.,a church or other place of worship,Romantic Simple Traditional,Attire & Accessories (Wedding Dress Suit etc.),Event Food Service Catering Bar Service,Event Location/Venue,32953,3838,616,97,266,993,6717,2243,2729,771,175,0,200,188,51223
How much does a winter wedding in Brandon MS with 50 to 100 guests cost? The wedding is at an event facility. The type of wedding is Garden Modern Intimate. The wedding color theme is Pinks. The estimated cost for this wedding is $21345.,Winter Wedding,Brandon MS,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $285 to the total amount spent.,an event facility,Pinks,None,None,None,21345,2392,247,206,797,3751,4290,1616,208,198,75,0,100,285,35050
How much does a summer wedding in Blaine WA with 25 to 50 guests cost? The wedding is at a resort or hotel. The type of wedding is Fun Romantic Intimate. The wedding color theme is Silver. The estimated cost for this wedding is $31197.,Summer Wedding,Blaine WA,This estimate is based on having 38 guests with a range of 25 to 50 guests. Adding a single guest will likely add $821 to the total amount spent.,a resort or hotel,Silver,None,None,None,31197,2797,142,271,296,2663,2244,497,1718,512,38,0,50,821,42337
How much does a summer wedding in Haymarket VA with 100 to 150 guests cost? The type of wedding is Fun Unique Experience.  The estimated cost for this wedding is $22715.,Summer Wedding,Haymarket VA,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $182 to the total amount spent.,None specified,None,None,None,None,22715,3237,358,205,325,4456,6798,2406,448,290,125,0,150,182,41238
How much does a spring wedding in Myrtle Beach SC with 150 to 200 guests cost? The wedding is at a farm or barn. The type of wedding is DIY Simple Farm/Barn. The wedding color theme is Blues. The estimated cost for this wedding is $28283.,Spring Wedding,Myrtle Beach SC,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $162 to the total amount spent.,a farm or barn,Blues,None,None,None,28283,237,635,86,259,808,10043,2267,2999,286,175,0,200,162,45903
How much does a spring wedding in Myrtle Beach SC with 150 to 200 guests cost? The wedding is at a farm or barn. The type of wedding is DIY Rustic Farm/Barn. The wedding color theme is Blues. The estimated cost for this wedding is $31911.,Spring Wedding,Myrtle Beach SC,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $182 to the total amount spent.,a farm or barn,Blues,None,None,None,31911,1755,642,222,259,824,10167,2601,2737,503,175,0,200,182,51621
How much does a spring wedding in Cleveland with 150 to 200 guests cost? The wedding is at some other location. The type of wedding is Casual DIY Rustic. The wedding color theme is Blues. The estimated cost for this wedding is $31176.,Spring Wedding,Cleveland,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $178 to the total amount spent.,some other location,Blues,None,None,None,31176,1523,540,146,259,1063,5885,1924,2576,755,175,0,200,178,45847
How much does a spring wedding in Ventura CA with 100 to 150 guests cost? The type of wedding is Romantic Simple Modern. The wedding color theme is Purples. The estimated cost for this wedding is $35720.,Spring Wedding,Ventura CA,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $286 to the total amount spent.,Purples,None,None,None,None,35720,2361,427,346,4935,10899,1498,359,58,8210,125,0,150,286,64813
How much does a fall wedding in Fresno CA with 100 to 150 guests cost? The wedding is at a ranch. The type of wedding is Romantic Rustic Farm/Barn. The wedding color theme is Greens. The estimated cost for this wedding is $26222.,Fall Wedding,Fresno CA,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $210 to the total amount spent.,a ranch,Greens,None,None,None,26222,2938,195,1028,5298,7295,2054,492,416,823,125,0,150,210,46761
How much does a summer wedding in Charlotte NC with 100 to 150 guests cost? The ceremony is at a church or other place of worship and reception is at an event facility. The type of wedding is Elegant Romantic Theme. The wedding color theme is Blues. The estimated cost for this wedding is $23041.,Summer Wedding,Charlotte NC,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $184 to the total amount spent.,a church or other place of worship,Elegant Romantic Theme,Event Food Service Catering Bar Service,Event Rentals,Flowers & Decorations,23041,2229,463,162,261,1004,4900,1900,2693,308,125,0,150,184,36961
How much does a spring wedding in Berkeley CA with 25 to 50 guests cost? The wedding is at a garden or park. The type of wedding is Garden Romantic Rustic. The wedding color theme is Greens. The estimated cost for this wedding is $17660.,Spring Wedding,Berkeley CA,This estimate is based on having 38 guests with a range of 25 to 50 guests. Adding a single guest will likely add $465 to the total amount spent.,a garden or park,Greens,None,None,None,17660,2351,111,218,353,1343,5635,2551,151,124,38,0,50,465,30497
How much does a summer wedding in Baton Rouge LA with 150 to 200 guests cost? The wedding is at a country club or golf course. The type of wedding is Elegant. The wedding color theme is Black. The estimated cost for this wedding is $51448.,Summer Wedding,Baton Rouge LA,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $294 to the total amount spent.,a country club or golf course,Black,None,None,None,51448,2774,696,162,255,4015,10991,2510,3034,883,175,0,200,294,76768
How much does a wedding with 25 to 50 guests cost? The wedding is at a resort or hotel. The type of wedding is Destination. The wedding color theme is Greens. The estimated cost for this wedding is $26963.,None specified,None specified,This estimate is based on having 38 guests with a range of 25 to 50 guests. Adding a single guest will likely add $710 to the total amount spent.,a resort or hotel,Greens,None,None,None,26963,4139,139,353,5733,1649,6376,2358,179,117,38,0,50,710,48006
How much does a summer wedding in Nashville TN with 150 to 200 guests cost? The ceremony is at a church or other place of worship and reception is at a historical building. The type of wedding is Elegant Formal Romantic. The wedding color theme is Gold. The estimated cost for this wedding is $53622.,Summer Wedding,Nashville TN,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $306 to the total amount spent.,a church or other place of worship,Elegant Formal Romantic,Entertainment (DJ Live Band Musician/s etc.),Event Food Service Catering Bar Service,Event Location/Venue,53622,1959,727,248,251,4315,11324,2590,3341,1008,175,0,200,306,79385
How much does a winter wedding in Raleigh NC with 150 to 200 guests cost? The ceremony is at a church or other place of worship and reception is at an event facility. The type of wedding is DIY Fun Traditional. The wedding color theme is Blues. The estimated cost for this wedding is $39844.,Winter Wedding,Raleigh NC,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $228 to the total amount spent.,a church or other place of worship,DIY Fun Traditional,Event Food Service Catering Bar Service,Event Location/Venue,Flowers & Decorations,39844,2965,630,180,270,994,10307,2278,1320,785,175,0,200,228,59573
